crop,area1000hectares,production1000tonnes,irrigatedarea1000hectares,districtcode,year,statecode,statename,nitrogenconsumptiontonnes,phosphateconsumptiontonnes,potashconsumptiontonnes,districtname,total_rainfall,average_rainfall,salinity_alkalinity_percent
Minor Pulses,2.28,1.73,2.28,190,2017,12,Uttar Pradesh,61628.0,22361.0,4033.0,Muzaffarnagar,523.42000429,43.61833369083333,0.0
Minor Pulses,4.5599999,4.1900001,3.9560001,191,2017,12,Uttar Pradesh,126304.0,42423.0,8036.0,Meerut,498.64999811,41.55416650916667,0.0
Minor Pulses,6.3200002,5.9200001,6.3200002,192,2017,12,Uttar Pradesh,75318.0,29161.0,6014.0,Buland Shahar,733.56703536314,61.130586280261674,31.24720330347501
Minor Pulses,8.7799997,7.3200002,8.7799997,194,2017,12,Uttar Pradesh,147208.0,53176.0,14941.0,Aligarh,530.5699908,44.214165900000005,40.158188706749996
Minor Pulses,2.1700001,1.0599999,2.1700001,195,2017,12,Uttar Pradesh,79175.0,27861.0,4306.0,Mathura,347.2599942,28.93833285,40.158188706749996
Minor Pulses,1.86,1.8099999,1.86,196,2017,12,Uttar Pradesh,136016.0,50349.0,22334.0,Agra,283.66999799,23.639166499166667,17.90256009
Minor Pulses,8.2600002,9.0600004,7.6259999,197,2017,12,Uttar Pradesh,83825.0,33051.0,4412.0,Mainpuri,591.7799908998,49.31499924165001,40.158188706749996
Minor Pulses,9.8999996,7.73,9.2620001,198,2017,12,Uttar Pradesh,71089.0,28153.0,5522.0,Etah,479.749997,39.979166416666665,40.158188706749996
Minor Pulses,12.04,14.76,1.363,199,2017,12,Uttar Pradesh,61248.0,18465.0,3575.0,Bareilly,864.510008918,72.04250074316667,12.03570477
Minor Pulses,49.529999,34.16,9.6499996,200,2017,12,Uttar Pradesh,70074.0,24426.0,4650.0,Budaun,699.85001201,58.32083433416667,29.65036509
Minor Pulses,14.18,11.67,2.335,201,2017,12,Uttar Pradesh,77372.0,21815.0,4821.0,Moradabad,948.91999902,79.076666585,0.0
Minor Pulses,33.830002,30.530001,1.6339999,202,2017,12,Uttar Pradesh,109135.0,34321.0,7757.0,Shahjahanpur,848.499998894,70.70833324116667,11.61206617
Minor Pulses,2.78,4.1300001,0.31299999,203,2017,12,Uttar Pradesh,43952.0,12733.0,3917.0,Pilibhit,1061.89000439,88.49083369916667,2.866361171
Minor Pulses,8.0100002,6.8800001,1.921,204,2017,12,Uttar Pradesh,26893.0,5349.0,1051.0,Rampur,901.4699978098,75.12249981748333,10.53140097
Minor Pulses,2.5699999,1.88,2.026,205,2017,12,Uttar Pradesh,42398.0,14381.0,3426.0,Bijnor,659.5799812299999,54.96499843583333,3.088438948
Minor Pulses,10.36,8.9799995,8.7679996,206,2017,12,Uttar Pradesh,97642.0,27112.0,10933.0,Farrukhabad,673.970000998,56.164166749833335,30.89250522
Minor Pulses,11.74,10.24,9.78924999925,207,2017,12,Uttar Pradesh,67862.0,27997.0,2552.0,Etawah,493.520001,41.12666675,24.0614579
Minor Pulses,22.629999,21.700001,8.3629999,208,2017,12,Uttar Pradesh,124649.0,45131.0,7720.0,Kanpur,733.56703536314,61.130586280261674,31.24720330347501
Minor Pulses,15.83,12.3,6.9400001,209,2017,12,Uttar Pradesh,49651.0,20660.0,2863.0,Fatehpur,754.9199912,62.90999926666667,38.81640261
Minor Pulses,21.83,16.290001,9.78924999925,210,2017,12,Uttar Pradesh,108387.0,39828.0,13191.0,Allahabad,733.56703536314,61.130586280261674,31.24720330347501
Minor Pulses,138.81499772499998,75.172498675,9.78924999925,211,2017,12,Uttar Pradesh,66983.0,48399.0,2534.0,Jhansi,487.34999170000003,40.612499308333334,0.582606933
Minor Pulses,114.67,75.172498675,9.78924999925,213,2017,12,Uttar Pradesh,34091.0,17988.0,1110.0,Jalaun,476.360000101,39.696666675083335,2.210888043
Minor Pulses,138.81499772499998,75.172498675,9.78924999925,214,2017,12,Uttar Pradesh,33248.0,20580.0,1666.0,Hamirpur,471.6200102,39.30166751666667,1.945764281
Minor Pulses,61.700001,38.619999,4.7880001,215,2017,12,Uttar Pradesh,31565.0,19178.0,2047.0,Banda,745.58001419,62.13166784916667,31.38010403
Minor Pulses,19.370001,17.200001,3.5550001,216,2017,12,Uttar Pradesh,87883.0,26904.0,4706.0,Varanasi,738.02000302,61.501666918333335,40.158188706749996
Minor Pulses,12.09,13.15,5.9619999,218,2017,12,Uttar Pradesh,48177.0,17780.0,2322.0,Jaunpur,810.0600000000001,67.50500000000001,40.158188706749996
Minor Pulses,16.780001,19.02,3.7739999,219,2017,12,Uttar Pradesh,47591.0,18207.0,2463.0,Ghazipur,741.9799981000001,61.83166650833334,35.3579145
Minor Pulses,22.389999,29.27,1.206,220,2017,12,Uttar Pradesh,35302.0,15283.0,2455.0,Ballia,801.2300095,66.76916745833334,8.71385202
Minor Pulses,14.49,14.15,3.9430001,221,2017,12,Uttar Pradesh,111370.0,33124.0,9619.0,Gorakhpur,1064.770000199,88.73083334991667,40.158188706749996
Minor Pulses,6.8099999,6.8800001,3.589,222,2017,12,Uttar Pradesh,62812.0,23174.0,5327.0,Deoria,939.2900078,78.27416731666666,8.073508156
Minor Pulses,19.530001,22.27,9.78924999925,223,2017,12,Uttar Pradesh,88716.0,31875.0,7716.0,Basti,958.9299910999999,79.91083259166666,8.208008697
Minor Pulses,7.8800001,8.29,6.6350002,224,2017,12,Uttar Pradesh,79550.0,30817.0,4398.0,Azamgarh,991.310012,82.60916766666666,40.158188706749996
Minor Pulses,9.9099998,9.6000004,1.2359999,225,2017,12,Uttar Pradesh,21074.0,9715.0,622.0,Lucknow,775.960003788,64.663333649,40.158188706749996
Minor Pulses,34.439999,23.059999,3.75,226,2017,12,Uttar Pradesh,41140.0,16272.0,1593.0,Unnao,655.21001189,54.60083432416667,40.158188706749996
Minor Pulses,24.73,13.86,7.3410001,227,2017,12,Uttar Pradesh,75823.0,30469.0,3511.0,Rae-Bareily,733.56703536314,61.130586280261674,31.24720330347501
Minor Pulses,31.48,22.82,3.464,228,2017,12,Uttar Pradesh,88206.0,32282.0,7455.0,Sitapur,905.2599951,75.438332925,40.158188706749996
Minor Pulses,33.48,24.4,5.0869999,229,2017,12,Uttar Pradesh,94914.0,35036.0,2807.0,Hardoi,710.40999401,59.20083283416667,25.28892102
Minor Pulses,20.450001,15.84,0.88599998,230,2017,12,Uttar Pradesh,45798.0,15564.0,4193.0,Kheri,1142.94137737,95.24511478083333,14.0000795
Minor Pulses,16.76,14.72,9.78924999925,231,2017,12,Uttar Pradesh,62705.0,23442.0,4158.0,Faizabad,733.56703536314,61.130586280261674,31.24720330347501
Minor Pulses,45.959999,42.450001,8.3769999,232,2017,12,Uttar Pradesh,60511.0,21845.0,5206.0,Gonda,914.9799909000001,76.248332575,0.79923882
Minor Pulses,70.800003,75.172498675,3.477,233,2017,12,Uttar Pradesh,76222.0,28989.0,12216.0,Bahraich,979.620011099,81.63500092491667,0.0
Minor Pulses,28.799999,26.25,9.78924999925,234,2017,12,Uttar Pradesh,50043.0,20285.0,2169.0,Sultanpur,657.4200000000001,54.785000000000004,40.158188706749996
Minor Pulses,15.73,11.48,9.78924999925,235,2017,12,Uttar Pradesh,28992.0,11866.0,4210.0,Pratapgarh,713.2200149,59.43500124166667,40.158188706749996
Minor Pulses,24.969999,19.34,2.779,236,2017,12,Uttar Pradesh,57527.0,17469.0,2933.0,Barabanki,809.9500091990001,67.49583409991668,40.158188706749996
Minor Pulses,6.54,6.21,2.9100001,237,2017,16,Uttarakhand,117390.0,15316.0,6314.0,Nainital,1305.1199669989999,108.75999724991665,10.50496733
Minor Pulses,8.6499996,7.4699998,0.059999999,238,2017,16,Uttarakhand,428.0,112.0,36.0,Almorah,1253.5659969962,104.46383308301665,3.9300489940000007
Minor Pulses,10.12,10.43,0.02,239,2017,16,Uttarakhand,475.0,127.0,43.0,Pithorgarh,1253.5659969962,104.46383308301665,3.9300489940000007
Minor Pulses,2.78,3.05,0.0,240,2017,16,Uttarakhand,86.0,45.0,2.0,Chamoli,1142.370015004,95.19750125033333,0.127974096
Minor Pulses,4.4899998,4.1700001,0.30000001,241,2017,16,Uttarakhand,137.0,149.0,33.0,Uttar Kashi,1081.209999989,90.10083333241666,0.0
Minor Pulses,8.5100002,5.3000002,0.02,242,2017,16,Uttarakhand,75.0,33.0,2.0,Tehri Garhwal,1319.79999399,109.98333283250001,1.340415995
Minor Pulses,6.7199998,3.5899999,0.25999999,243,2017,16,Uttarakhand,374.0,103.0,6.0,Garhwal,1253.5659969962,104.46383308301665,3.9300489940000007
Minor Pulses,3.0999999,3.23,0.13,244,2017,16,Uttarakhand,3319.0,887.0,99.0,Dehradun,1419.330008999,118.27750074991667,7.676887549
Minor Pulses,6.54,6.54,0.0,601,2017,17,Assam,18845.0,6022.0,5409.0,Cachar,1475.4499747229997,118.85490435320604,0.0
Minor Pulses,20.65,18.85,0.0,602,2017,17,Assam,17159.0,5484.0,4925.0,Darrang,1475.4499747229997,118.85490435320604,0.0
Minor Pulses,5.7600002,4.8099999,0.0099999998,603,2017,17,Assam,15212.0,4861.0,4367.0,Dibrugarh,1475.4499747229997,118.85490435320604,0.0
Minor Pulses,26.629999,19.059999,0.0,604,2017,17,Assam,30285.0,9638.0,8693.0,Goalpara,1475.4499747229997,118.85490435320604,0.0
Minor Pulses,32.889999,23.35,2.098,605,2017,17,Assam,27341.0,8737.0,7849.0,Kamrup,1475.4499747229997,118.85490435320604,0.007592246
Minor Pulses,5.8400002,3.8900001,0.0,606,2017,17,Assam,3226.0,1031.0,926.0,Karbi Anglong,102.37001438140032,118.85490435320604,0.0
Minor Pulses,20.610001,14.18,0.0,607,2017,17,Assam,10347.0,3306.0,2966.0,Lakhimpur,1475.4499747229997,118.85490435320604,0.421320792
Minor Pulses,10.03,7.21,2.2,609,2017,17,Assam,15521.0,4960.0,4456.0,Nagaon,1475.4499747229997,118.85490435320604,0.0
Minor Pulses,0.079999998,0.059999999,0.0,626,2017,18,Himachal Pradesh,1915.0,107.0,45.0,Bilashpur,1034.289998574875,86.19083321457292,0.780348277
Minor Pulses,4.1100001,9.4799995,0.34200001,627,2017,18,Himachal Pradesh,1134.0,88.0,63.0,Chamba,1071.82999701,89.3191664175,0.0
Minor Pulses,4.23,8.0600004,0.0,629,2017,18,Himachal Pradesh,14180.0,2766.0,1409.0,Kangra,1475.4499747229997,118.85490435320604,0.251895137
Minor Pulses,0.38,0.80000001,0.315,630,2017,18,Himachal Pradesh,111.0,64.0,89.0,Kinnaur,666.5799931,55.54833275833334,0.0
Minor Pulses,3.3,7.4200001,0.0,631,2017,18,Himachal Pradesh,2786.0,1384.0,1882.0,Kullu,1012.249992399,84.35416603325,1.105313459
Minor Pulses,0.36000001,0.81,0.0,632,2017,18,Himachal Pradesh,182.0,183.0,109.0,Lahul & Spiti,1034.289998574875,86.19083321457292,0.780348277
Minor Pulses,1.72,1.87,0.0,633,2017,18,Himachal Pradesh,2429.0,474.0,253.0,Solan,847.209998,70.60083316666667,0.982709001
Minor Pulses,4.4499998,9.4399996,0.0,634,2017,18,Himachal Pradesh,4378.0,1152.0,892.0,Mandi,1269.5799987999999,105.79833323333332,1.919423925
Minor Pulses,5.1199999,9.8999996,0.090000004,635,2017,18,Himachal Pradesh,6111.0,2888.0,6051.0,Shimla,879.0400111,73.25333425833334,1.735352711
Minor Pulses,4.3200002,9.1099997,0.018999999,636,2017,18,Himachal Pradesh,3375.0,665.0,387.0,Sirmaur,1049.1399862,87.42833218333334,0.248091983
Minor Pulses,0.029999999,0.02,0.0,651,2017,19,Kerala,9747.0,2587.0,2629.0,Alappuzha,1131.58998723,94.2991656025,0.0
Minor Pulses,0.83999997,0.60000002,0.0,652,2017,19,Kerala,11783.0,4305.0,7718.0,Kannur,965.229992,80.43583266666667,0.0
Minor Pulses,0.07,0.23,0.0,655,2017,19,Kerala,25706.0,9087.0,12772.0,Kottayam,865.2600022,72.10500018333333,0.0
Minor Pulses,0.56999999,0.44,0.0,656,2017,19,Kerala,9488.0,3722.0,7182.0,Kozhikode,510.7399968,42.5616664,0.0
Minor Pulses,0.16,0.20999999,0.0,658,2017,19,Kerala,28176.0,5271.0,6717.0,Palakkad,718.110002,59.84250016666667,0.0
Minor Pulses,0.039999999,0.02,0.0,659,2017,19,Kerala,6507.0,3559.0,4216.0,Kollam,1140.8200099,95.06833415833334,0.0
Minor Pulses,0.029999999,0.029999999,0.0,661,2017,19,Kerala,6500.0,1439.0,809.0,Thiruvananthapuram,933.6300241,77.80250200833333,0.0
Minor Pulses,37.639999,33.259998,1.05,901,2017,2,Bihar,125927.0,46593.0,20330.0,Champaran,871.7628534828572,72.64690445690476,12.287733253
Minor Pulses,43.279999,31.700001,2.1500001,902,2017,2,Bihar,109463.0,43421.0,21188.0,Muzaffarpur,830.1700001099999,69.1808333425,32.96913214
Minor Pulses,50.139999,38.41,2.5699999,903,2017,2,Bihar,79877.0,31528.0,13340.0,Darbhanga,1216.00998598,101.33416549833333,0.001554714
Minor Pulses,52.220001,28.780001,3.3900001,904,2017,2,Bihar,44082.0,18294.0,11692.0,Saharsa,1101.630021,91.80250174999999,4.42241708
Minor Pulses,5.5500002,4.9000001,1.42,906,2017,2,Bihar,65685.0,16211.0,3535.0,Saran,529.98999122,44.165832601666665,36.82237186
Minor Pulses,57.09,75.172498675,3.1900001,907,2017,2,Bihar,90899.0,24771.0,4278.0,Patna,700.57999799,58.38166649916667,7.589995311
Minor Pulses,26.27,26.76,3.9000001,908,2017,2,Bihar,125661.0,42562.0,21130.0,Mungair,871.7628534828572,72.64690445690476,12.287733253
Minor Pulses,14.78,11.29,3.5899999,909,2017,2,Bihar,60780.0,19306.0,11211.0,Bhagalpur,958.22998799,79.85249899916667,2.950756596
Minor Pulses,26.299999,26.35,0.81,911,2017,2,Bihar,162561.25,50799.0,7932.0,Shahabad (now part of Bhojpur district),871.7628534828572,72.64690445690476,12.287733253
Minor Pulses,59.869999,58.490002,4.4899998,912,2017,2,Bihar,99317.0,30221.0,4369.0,Gaya,765.72999009,63.8108325075,1.25790507
